ath_gene	osa_gene
AT4G21670	Os02g0639000
AT3G18850	Os01g0782500
AT1G16540	Os06g0670000
AT4G28910	Os05g0558800
AT5G13330	Os04g0398000
AT1G65720	Os03g0110300
AT3G28150	Os06g0234600
AT3G26782	Os07g0299800
AT4G32605	Os01g0771100
AT2G29590	Os02g0521700
AT5G03260	Os01g0634500
AT3G07760	Os12g0514600
AT3G24650	Os01g0911700
AT2G38905	Os05g0122700
AT4G32140	Os04g0645600
AT5G59750	Os05g0460600
AT5G25500	Os11g0207300
AT5G43670	Os03g0742800
AT1G05410	Os03g0747200
AT5G58260	Os01g0882500
AT5G63290	Os12g0270100
AT2G22610	Os03g0114000
AT2G39960	Os04g0446300
AT1G02150	Os04g0544400
AT5G18070	Os07g0195400
AT5G05360	Os03g0298600
AT3G08970	Os03g0293000
AT5G14105	Os05g0517800
AT3G06260	Os03g0359600
AT5G47870	Os03g0851500
AT3G01610	Os06g0109400
AT4G21820	Os07g0517400
AT5G12930	Os09g0488600
AT1G64080	Os01g0226200
AT5G63810	Os01g0875500
AT2G39120	Os03g0786600
AT5G28840	Os10g0417600
AT3G44200	Os05g0440800
AT5G24020	Os06g0106000
AT1G01300	Os01g0598600
AT5G19660	Os06g0163500
AT4G12570	Os09g0484300
AT3G19420	Os12g0407500
AT2G28560	Os05g0121700
AT1G65700	Os05g0594900
AT5G43820	Os02g0304800
AT4G19010	Os10g0578950
AT3G53970	Os07g0548900
AT3G23290	Os10g0478000
AT1G27300	Os02g0509600
AT1G67785	Os01g0908400
AT3G01380	Os02g0581000
AT4G32690	Os06g0591600
AT4G30600	Os08g0480100
AT1G32780	Os10g0159800
AT4G01050	Os02g0257300
AT5G43940	Os02g0815500
AT1G06320	Os03g0308600
AT5G51970	Os08g0545200
AT3G05350	Os07g0205700
AT1G55170	Os12g0193100
AT4G18372	Os06g0677600
AT4G24200	Os06g0631300
AT2G34670	Os01g0585600
AT3G26760	Os11g0523110
AT1G31040	Os06g0666100
AT2G25100	Os11g0153900
AT1G12000	Os06g0247500
AT1G50200	Os10g0182000
AT1G26560	Os03g0212800
AT1G72180	Os01g0878300
AT2G22260	Os06g0286310
AT3G03790	Os07g0165200
AT2G36200	Os08g0558400
AT3G09920	Os02g0822500
AT5G64420	Os02g0135700
AT2G34090	Os01g0613900
AT1G32500	Os01g0127300
AT3G19650	Os03g0203000
AT2G33770	Os05g0557700
AT5G55830	Os06g0285400
AT5G19890	Os10g0109600
AT3G61750	Os01g0680900
AT1G09430	Os11g0696200
AT3G12080	Os11g0638000
AT4G30870	Os01g0948100
AT1G24480	Os08g0119500
AT1G80050	Os02g0613900
AT1G80460	Os04g0647800
AT5G42340	Os08g0481200
AT2G36010	Os02g0537500
AT4G06744	Os02g0616100
AT4G35530	Os05g0165400
AT5G23760	Os10g0506100
AT5G19210	Os01g0970600
AT5G18860	Os05g0406100
AT1G33440	Os11g0235200
AT5G19020	Os01g0390600
AT5G52560	Os06g0701200
AT5G66760	Os07g0134800
AT1G32520	Os11g0220300
AT5G07810	Os07g0598300
AT3G46940	Os03g0669100
AT5G35970	Os09g0130800
AT5G50350	Os06g0609800
AT3G24420	Os01g0595600
AT1G31170	Os06g0174300
AT3G06610	Os03g0832300
AT4G15030	Os11g0639000
AT5G57150	Os04g0301500
AT1G55040	Os07g0404300
AT1G49340	Os03g0711200
AT3G24495	Os01g0180600
AT2G15820	Os02g0702000
AT1G03360	Os04g0520000
AT1G67280	Os05g0230900
AT2G21180	Os03g0249700
AT1G71260	Os02g0158400
AT2G35360	Os09g0573100
AT3G53440	Os01g0581900
AT5G64600	Os12g0190100
AT1G66520	Os01g0687500
AT5G17530	Os07g0447800
AT5G46070	Os02g0307000
AT1G10710	Os06g0473000
AT4G39880	Os07g0415200
AT1G15740	Os02g0613200
AT3G18820	Os05g0516600
AT5G01010	Os05g0306000
AT4G30420	Os09g0426500
AT1G02120	Os07g0491600
AT2G07180	Os06g0663200
AT4G01660	Os01g0318700
AT4G08240	Os02g0567000
AT5G63700	Os01g0884500
AT2G42210	Os02g0717300
AT2G45910	Os10g0548700
AT5G24460	Os06g0712200
AT1G79900	Os01g0225000
AT1G74070	Os01g0111100
AT1G15330	Os02g0158900
AT3G51040	Os03g0799500
AT2G33260	Os07g0225100
AT3G04490	Os10g0477000
AT1G24310	Os07g0295400
AT5G58410	Os01g0977600
AT2G34470	Os05g0565200
AT3G52780	Os12g0151000
AT1G02100	Os06g0140100
AT1G62990	Os03g0123500
AT4G23860	Os06g0529800
AT2G35736	Os07g0239500
AT3G56990	Os06g0128400
AT1G75350	Os01g0633000
AT3G18800	Os04g0687200
AT3G23700	Os03g0844900
AT3G28960	Os04g0460300
AT3G14170	Os03g0181800
AT3G52500	Os04g0685200
AT3G45880	Os09g0483600
AT3G23255	Os10g0466100
AT3G63270	Os07g0175100
AT5G64620	Os08g0108100
AT4G26470	Os06g0609600
AT5G43710	Os01g0773600
AT2G32980	Os08g0204800
AT5G04820	Os01g0863800
AT3G25560	Os06g0274500
AT5G08040	Os12g0575200
AT3G50590	Os09g0407950
AT5G50300	Os11g0427700
AT1G60160	Os09g0376900
AT5G57960	Os11g0592700
AT4G24790	Os08g0120200
AT3G05320	Os02g0168500
AT5G04895	Os03g0748800
AT2G01830	Os03g0717700
AT1G79840	Os01g0760800
AT5G47400	Os10g0560500
AT1G61520	Os02g0197600
AT2G28305	Os04g0518800
AT5G13910	Os04g0399800
AT4G25880	Os08g0519800
AT1G33970	Os02g0557100
AT5G19855	Os03g0807900
AT2G16880	Os03g0201400
AT1G06570	Os02g0168100
AT3G43860	Os02g0778600
AT2G27830	Os02g0527200
AT4G15180	Os08g0180100
AT2G40090	Os03g0698350
AT2G28390	Os01g0976000
AT5G04670	Os02g0100200
AT3G51990	Os05g0387700
AT2G39445	Os10g0569100
AT5G53170	Os01g0618800
AT1G32550	Os03g0685000
AT2G33380	Os04g0511200
AT5G65560	Os02g0582300
AT1G08830	Os07g0665200
AT5G19050	Os07g0211800
AT3G03220	Os04g0583500
AT1G72030	Os07g0264800
AT2G46540	Os05g0542100
AT4G21470	Os10g0464400
AT1G19310	Os01g0766200
AT4G40030	Os06g0130900
AT4G03420	Os10g0494000
AT3G56040	Os05g0468600
AT5G03770	Os01g0857300
AT3G29170	Os12g0129000
AT2G22410	Os10g0400250
AT1G32370	Os02g0279600
AT5G57120	Os12g0613500
AT3G18940	Os03g0766900
AT1G60995	Os03g0659900
AT3G19870	Os02g0829400
AT1G30360	Os07g0150100
AT3G24450	Os05g0534500
AT3G16910	Os03g0305000
AT5G08170	Os04g0466600
AT5G50320	Os04g0484900
AT2G33610	Os02g0194000
AT1G61780	Os08g0190800
AT1G12050	Os02g0196800
AT4G28740	Os06g0235500
AT4G32360	Os02g0277600
AT4G10050	Os04g0443500
AT2G41970	Os02g0565500
AT4G37170	Os03g0235200
AT1G65930	Os01g0654500
AT5G49030	Os02g0778200
AT3G57340	Os01g0556400
AT2G30933	Os05g0581900
AT5G03880	Os08g0558200
AT1G04010	Os02g0814100
AT2G17270	Os09g0554000
AT1G06820	Os11g0572700
AT3G61680	Os01g0618700
AT3G19780	Os10g0485100
AT4G04930	Os02g0639600
AT1G19580	Os01g0283100
AT1G21460	Os05g0426000
AT4G30993	Os06g0183700
AT4G38700	Os03g0809000
AT2G40570	Os06g0555500
AT1G04200	Os01g0773100
AT5G50850	Os08g0536000
AT2G20080	Os01g0676900
AT4G17540	Os10g0563400
AT3G11830	Os06g0687700
AT3G25660	Os04g0643200
AT3G50690	Os03g0668900
AT4G33100	Os09g0361700
AT4G39410	Os01g0182700
AT1G19720	Os03g0807400
AT3G07130	Os03g0848200
AT3G10260	Os03g0781700
AT4G38580	Os04g0244800
AT1G01940	Os06g0130500
AT4G25770	Os08g0447300
AT1G13990	Os03g0168200
AT4G37040	Os02g0761700
AT3G12270	Os07g0640000
AT3G06880	Os05g0363500
AT1G61620	Os03g0279900
AT2G19950	Os01g0744400
AT1G01820	Os03g0117100
AT5G42920	Os02g0767100
AT3G50860	Os03g0228400
AT1G63855	Os02g0120300
AT4G35980	Os05g0352800
AT3G15190	Os01g0678600
AT3G24500	Os06g0592500
AT1G26460	Os07g0599000
AT1G64385	Os05g0573000
AT3G52870	Os12g0149900
AT1G13170	Os12g0285600
AT4G21300	Os03g0781100
AT1G75670	Os12g0533600
AT2G17265	Os02g0831800
AT1G11440	Os06g0232000
AT1G10320	Os02g0557500
AT5G13830	Os03g0822300
AT1G32400	Os08g0282000
AT2G35490	Os10g0575700
AT2G04845	Os03g0194400
AT5G66130	Os03g0242100
AT5G66631	Os01g0167750
AT3G05470	Os04g0461800
AT3G43590	Os11g0575200
AT1G17120	Os06g0539400
AT3G51230	Os10g0577400
AT1G52310	Os01g0104000
AT3G45770	Os12g0102100
AT1G09530	Os01g0286100
AT5G26680	Os05g0540100
AT1G27090	Os03g0688200
AT5G65890	Os03g0729800
AT5G47550	Os03g0429000
AT3G32930	Os07g0608100
AT4G03550	Os01g0754200
AT5G65000	Os02g0573300
AT5G64500	Os04g0525900
AT5G10790	Os04g0647300
AT4G37925	Os04g0539000
AT1G45231	Os03g0396900
AT5G63310	Os12g0548300
AT3G22910	Os10g0418100
AT3G17180	Os05g0158500
AT3G24520	Os02g0232000
AT1G01090	Os04g0119400
AT1G13040	Os07g0688100
AT4G21320	Os06g0682900
AT3G25805	Os04g0462300
AT3G10380	Os08g0318500
AT4G01560	Os06g0137500
AT5G42900	Os03g0184100
AT2G41190	Os02g0788800
AT3G25210	Os06g0184866
AT3G53540	Os03g0280700
AT2G47960	Os10g0498800
AT4G31160	Os04g0691200
AT1G19290	Os05g0275100
AT4G15240	Os08g0137300
AT5G63480	Os04g0388601
AT4G28830	Os06g0162600
AT5G52660	Os02g0680700
AT4G13730	Os01g0908100
AT3G62110	Os03g0833800
AT1G22540	Os01g0871500
AT4G10020	Os03g0842900
AT1G07890	Os07g0694700
AT3G10410	Os02g0114200
AT5G17430	Os04g0504500
AT1G74360	Os07g0597200
AT4G38810	Os10g0177200
AT3G07080	Os06g0681700
AT1G11190	Os04g0636400
AT1G03140	Os07g0571900
AT2G43040	Os12g0565300
AT5G25060	Os02g0179900
AT3G06510	Os11g0683500
AT2G37310	Os03g0283500
AT5G12290	Os03g0377500
AT4G25610	Os09g0570200
AT1G06710	Os04g0488500
AT4G33150	Os02g0783700
AT5G39600	Os02g0282100
AT4G38225	Os03g0128800
AT1G26660	Os07g0595800
AT1G79730	Os08g0157100
AT5G17980	Os07g0165100
AT5G22110	Os05g0160800
AT1G03070	Os03g0745600
AT1G53330	Os05g0207200
AT1G04790	Os04g0511600
AT2G34570	Os02g0468200
AT3G05090	Os12g0165000
AT1G63660	Os08g0326600
AT5G58510	Os03g0295700
AT1G71692	Os08g0112700
AT1G07210	Os10g0500500
AT1G26945	Os03g0171300
AT1G69740	Os06g0704600
AT2G15570	Os04g0430800
AT1G23400	Os01g0323300
AT4G10890	Os09g0363400
AT4G27390	Os05g0502500
AT1G16970	Os07g0184900
AT3G19550	Os12g0507700
AT3G05670	Os03g0302200
AT2G20515	Os04g0517000
AT2G28000	Os12g0277500
AT5G47780	Os08g0327100
AT3G12760	Os06g0233400
AT5G25620	Os01g0732700
AT3G25855	Os09g0408550
AT1G30690	Os06g0671800
AT4G12800	Os12g0420400
AT5G64370	Os07g0485100
AT1G70330	Os08g0205200
AT5G30510	Os03g0315800
AT1G01710	Os04g0558400
AT5G07480	Os04g0667200
AT1G63000	Os02g0678400
AT1G76880	Os04g0541100
AT3G01510	Os08g0379300
AT5G42950	Os07g0137900
AT5G52210	Os03g0392300
AT4G32590	Os05g0555300
AT1G49950	Os01g0589300
AT3G46570	Os07g0240200
AT1G30070	Os01g0757500
AT3G47390	Os02g0473000
AT5G10010	Os04g0661300
AT3G17030	Os03g0832500
AT4G36160	Os10g0532000
AT5G47500	Os04g0553500
AT1G51110	Os07g0470700
AT1G32060	Os02g0698000
AT2G43990	Os11g0247500
AT1G06470	Os01g0749900
AT1G67140	Os06g0505302
AT5G52020	Os02g0676800
AT5G10200	Os05g0421300
AT1G75850	Os03g0801600
AT5G18590	Os12g0538800
ATCG00650	Os01g0523401
AT1G75710	Os04g0115500
AT5G15170	Os07g0530100
AT5G47520	Os07g0634200
AT5G18525	Os01g0327600
AT4G02440	Os05g0365000
AT4G21570	Os07g0506000
AT5G46280	Os05g0476200
AT1G67690	Os01g0902200
AT1G28240	Os01g0304300
AT5G05490	Os05g0580500
AT5G45790	Os02g0464400
AT5G21930	Os03g0178100
AT5G51540	Os06g0686500
AT3G24550	Os05g0218400
AT5G23080	Os06g0489200
AT4G29310	Os01g0740400
AT2G32720	Os01g0971500
AT5G35320	Os02g0141500
AT2G41670	Os11g0447300
AT1G61900	Os07g0102300
AT1G09290	Os02g0672400
AT5G65960	Os04g0584800
AT3G43230	Os07g0272400
AT3G45740	Os03g0284500
AT5G51300	Os04g0385700
AT5G21430	Os12g0498500
AT1G70610	Os01g0911300
AT1G68750	Os01g0110700
AT3G25120	Os04g0376100
AT5G14320	Os03g0704000
AT1G68810	Os03g0260600
AT3G60720	Os04g0537800
AT3G22104	Os07g0546400
AT1G60500	Os03g0260000
AT1G68290	Os01g0128100
AT5G46230	Os01g0210600
AT3G59030	Os12g0615700
AT3G15090	Os01g0753100
AT2G41820	Os07g0207100
AT3G22260	Os02g0168600
AT1G14790	Os02g0736200
AT5G42450	Os01g0839400
AT3G48880	Os10g0502900
AT2G04690	Os06g0238300
AT5G02750	Os05g0408800
AT5G02810	Os07g0695100
AT4G15760	Os02g0471300
AT4G33945	Os02g0761200
AT1G13690	Os03g0600400
AT1G60780	Os01g0703600
AT4G36400	Os07g0187200
AT1G44170	Os11g0186200
AT4G39740	Os09g0370200
AT1G15880	Os08g0440000
AT1G75125	Os01g0612800
AT5G13510	Os03g0284400
AT4G15417	Os06g0358800
AT1G48090	Os02g0470600
AT5G66030	Os07g0472500
AT5G20720	Os06g0196900
AT1G78570	Os03g0278200
AT1G17210	Os03g0785300
AT4G02090	Os03g0305200
AT4G33000	Os01g0711500
AT4G18180	Os08g0327200
AT2G44200	Os08g0500200
AT4G19985	Os05g0516300
AT2G46090	Os03g0125400
AT5G42620	Os03g0731500
AT1G52980	Os03g0352400
AT4G14310	Os02g0809900
AT4G02800	Os04g0228100
AT1G55280	Os11g0491400
AT1G02560	Os03g0308100
AT1G21651	Os05g0422300
AT2G46800	Os05g0128400
AT1G21150	Os07g0423000
AT4G13780	Os10g0400100
AT3G02760	Os05g0150900
AT1G06190	Os03g0183100
AT2G37630	Os12g0572000
AT3G23980	Os01g0911800
AT3G53320	Os05g0121800
AT4G25330	Os05g0386400
ATCG00900	Os09g0110750
AT2G38280	Os07g0693500
AT1G69380	Os01g0764300
AT1G49620	Os11g0614800
AT2G27610	Os05g0455900
AT2G01275	Os01g0121200
AT3G56590	Os01g0938600
AT4G13500	Os03g0595300
AT1G28760	Os03g0654500
AT5G59980	Os12g0175900
AT1G23900	Os06g0167100
AT5G42870	Os11g0615000
AT2G28150	Os03g0692400
AT1G01970	Os07g0661900
AT4G25740	Os01g0962600
AT1G29790	Os10g0578600
AT4G31400	Os04g0498900
AT4G20850	Os02g0664300
AT1G79780	Os01g0725400
AT5G05170	Os07g0208500
AT5G49130	Os12g0552600
AT5G17930	Os05g0147200
AT3G10910	Os01g0822800
AT3G23430	Os02g0809800
AT4G36650	Os03g0196900
AT2G18465	Os05g0106500
AT2G18850	Os08g0244400
AT3G55010	Os03g0831500
AT3G54510	Os01g0950900
AT2G18710	Os08g0254500
AT5G63980	Os12g0183200
AT3G22380	Os07g0571100
AT3G49680	Os05g0558400
AT4G02820	Os12g0527900
AT4G16390	Os03g0215900
AT2G40540	Os07g0679000
AT4G33210	Os10g0396400
AT1G04110	Os03g0143100
AT5G22790	Os04g0524400
AT1G49870	Os03g0604600
AT1G08380	Os04g0414700
AT3G42050	Os07g0549700
AT5G09390	Os09g0372400
AT1G48850	Os03g0254800
AT3G46540	Os01g0841000
AT1G51200	Os06g0612800
AT5G52960	Os05g0569200
AT2G21385	Os09g0531100
AT4G31600	Os06g0188100
AT4G12640	Os09g0298700
AT2G19600	Os06g0561200
AT5G02580	Os05g0462000
AT5G55260	Os09g0284200
AT2G32810	Os12g0429200
AT4G35930	Os10g0438500
AT4G00050	Os10g0556200
AT1G52630	Os08g0537900
AT5G50970	Os08g0511500
AT1G67170	Os02g0192100
AT1G06440	Os10g0510300
AT5G52100	Os03g0118600
AT2G03220	Os02g0764400
AT1G35220	Os01g0303200
AT2G16910	Os02g0120500
AT2G19870	Os01g0742000
AT2G18940	Os05g0275000
AT3G24730	Os11g0297900
AT5G42400	Os12g0613200
AT3G60810	Os03g0858700
AT4G14930	Os07g0204500
AT1G20575	Os03g0824400
AT1G60550	Os01g0662700
AT3G51280	Os09g0538500
AT1G68720	Os06g0489500
AT1G24530	Os04g0481600
AT5G66180	Os02g0320100
AT4G20940	Os07g0145400
AT4G25910	Os06g0694500
AT5G35570	Os09g0442900
AT1G15510	Os05g0574800
AT1G69410	Os03g0758800
AT2G05320	Os02g0798100
AT2G01410	Os01g0606133
AT5G39900	Os06g0144800
AT1G63100	Os06g0127800
AT4G22000	Os05g0114600
AT1G47240	Os12g0581600
AT3G42660	Os09g0241100
AT1G77030	Os08g0416100
AT5G51570	Os06g0136000
AT5G43540	Os07g0417400
AT2G41710	Os05g0389000
AT5G64730	Os02g0543400
AT1G32160	Os04g0596300
AT4G00460	Os10g0550300
AT3G10330	Os09g0534800
AT2G03200	Os04g0448300
AT2G32290	Os07g0543100
AT5G18230	Os03g0652100
AT1G32900	Os07g0412100
AT1G16670	Os02g0165100
AT2G46470	Os10g0521300
AT5G38640	Os12g0617100
AT1G68580	Os08g0431100
AT3G24340	Os02g0650800
AT5G15140	Os04g0458300
AT1G30845	Os03g0127000
AT3G57520	Os07g0209100
AT5G22010	Os11g0572100
AT1G54217	Os01g0183633
AT1G79550	Os06g0668200
AT2G30200	Os03g0297400
AT3G54880	Os07g0479600
AT1G08770	Os03g0798400
AT4G33460	Os01g0770500
AT5G42650	Os03g0767000
AT1G27440	Os01g0926600
AT4G34270	Os03g0760600
AT1G11820	Os07g0510200
AT1G55590	Os08g0499900
AT1G19530	Os03g0826800
AT1G20560	Os03g0133500
AT4G17300	Os07g0485400
AT3G62200	Os07g0637200
AT2G47210	Os05g0540800
AT2G28100	Os04g0560400
AT1G29220	Os01g0759700
AT2G02180	Os10g0537500
AT2G19450	Os06g0563900
AT1G07120	Os03g0294100
AT4G20090	Os06g0499301
AT5G40405	Os01g0715700
AT4G10100	Os02g0558300
AT2G14170	Os07g0188800
AT4G12970	Os01g0914400
AT2G26270	Os09g0440200
AT5G55610	Os12g0498800
AT2G01770	Os04g0463400
AT3G62010	Os03g0586700
AT1G07960	Os03g0287900
AT1G56010	Os06g0675600
AT4G13550	Os04g0509100
AT5G07630	Os07g0486100
AT1G56220	Os03g0342900
AT2G47890	Os07g0667300
AT4G28510	Os03g0841700
AT1G29200	Os06g0545900
AT5G53280	Os01g0224200
AT3G55250	Os05g0526200
AT5G39840	Os04g0459800
AT3G62220	Os05g0135800
AT1G11800	Os12g0414900
AT1G07645	Os03g0277500
AT5G08280	Os02g0168800
AT4G11560	Os01g0527400
AT5G62770	Os01g0639600
AT3G57500	Os03g0696150
AT3G19340	Os12g0479900
AT2G46710	Os04g0577200
AT1G11090	Os07g0565700
AT2G46850	Os10g0351500
AT3G07180	Os01g0907300
AT2G35040	Os08g0206600
AT3G29280	Os03g0257000
AT2G33740	Os03g0186950
AT1G11570	Os01g0788200
AT4G26640	Os07g0583700
AT5G47920	Os04g0382400
AT1G57680	Os01g0885200
AT4G13650	Os12g0552300
AT5G56090	Os08g0496000
AT5G54200	Os04g0678300
AT3G05540	Os11g0660500
AT2G38140	Os05g0186000
AT1G13360	Os01g0131300
AT3G09060	Os01g0852900
AT4G30840	Os08g0266600
AT3G57870	Os03g0123100
AT3G18440	Os02g0730600
AT2G27880	Os03g0800200
AT2G34640	Os01g0769900
AT4G26965	Os09g0500200
AT4G14750	Os03g0161400
AT3G57600	Os03g0174400
AT2G04360	Os08g0345400
AT4G38630	Os03g0243300
AT4G18240	Os05g0533600
AT4G16210	Os03g0310400
AT4G24110	Os03g0114100
AT1G58230	Os06g0678650
AT5G11010	Os01g0184000
AT3G01910	Os08g0530400
AT4G40080	Os09g0468150
AT3G08670	Os05g0480600
AT1G10970	Os06g0566300
AT4G01150	Os02g0731600
AT3G53090	Os03g0683866
AT1G22800	Os12g0203100
AT3G54770	Os03g0286500
AT5G57460	Os08g0243900
AT1G71740	Os02g0210900
AT2G45770	Os01g0958100
AT4G20350	Os10g0420000
AT3G12180	Os12g0506400
AT5G19960	Os02g0208200
AT5G20930	Os03g0749800
AT1G80150	Os08g0499800
AT3G60480	Os04g0549400
AT2G38070	Os01g0852400
AT5G42370	Os02g0592200
AT5G47900	Os02g0526000
AT1G54350	Os01g0218700
AT3G22880	Os11g0146800
AT3G48260	Os05g0108300
AT3G08800	Os03g0281800
AT1G34260	Os08g0104700
AT3G46970	Os01g0851700
AT5G13410	Os07g0133700
AT1G19630	Os05g0101600
AT1G55690	Os08g0341700
AT2G34190	Os01g0759900
AT1G33470	Os01g0876800
AT5G56940	Os09g0498100
AT5G51670	Os03g0858600
AT4G39830	Os09g0365900
AT2G25660	Os01g0179400
AT4G30900	Os05g0279600
AT2G39805	Os05g0455800
AT1G33055	Os04g0581700
AT5G24120	Os05g0586600
AT3G57450	Os07g0185900
AT3G15395	Os02g0197400
AT4G30160	Os08g0240800
AT5G16010	Os07g0162100
AT4G16660	Os02g0710900
AT2G39210	Os03g0800000
AT4G21105	Os02g0162000
AT1G02460	Os01g0296200
AT5G44740	Os01g0757800
AT3G13200	Os06g0106100
AT4G29750	Os09g0363100
AT3G19950	Os06g0101300
AT1G16570	Os03g0180700
AT4G29810	Os06g0147800
AT1G68680	Os05g0176600
AT4G28260	Os10g0500600
AT1G48320	Os03g0691400
AT4G13400	Os05g0556000
AT5G03910	Os04g0413000
AT5G04440	Os03g0146500
AT3G28460	Os03g0736400
AT2G19520	Os01g0710000
AT1G28130	Os11g0528700
AT3G52730	Os05g0400400
AT5G51820	Os10g0189100
AT1G48300	Os05g0137300
AT4G12540	Os05g0532500
AT1G31860	Os01g0276500
AT1G52530	Os04g0528400
AT5G48790	Os02g0129300
AT1G66730	Os01g0685500
AT1G04985	Os04g0669100
AT1G22940	Os12g0192500
AT1G20020	Os06g0107700
AT3G13220	Os06g0607700
AT5G08490	Os02g0290000
AT3G48610	Os01g0102000
AT1G02050	Os10g0484800
AT1G34380	Os01g0874800
AT5G35670	Os06g0611100
AT3G48380	Os12g0285500
AT3G02130	Os07g0602700
AT4G31780	Os09g0423600
AT1G73110	Os04g0658300
AT5G53490	Os10g0502000
AT5G40280	Os01g0737800
AT5G47840	Os08g0109300
AT3G45830	Os05g0117864
AT5G14800	Os01g0948400
AT3G57060	Os07g0659500
AT4G11000	Os06g0297400
AT5G02310	Os01g0148000
AT2G39000	Os02g0806000
AT4G21190	Os01g0757700
AT1G09680	Os04g0463300
AT5G13770	Os04g0583101
AT2G05710	Os08g0191100
AT1G33940	Os07g0422280
AT3G54610	Os10g0415900
AT2G05940	Os03g0179400
AT4G17800	Os04g0590200
AT4G36550	Os06g0480000
AT4G20300	Os01g0680700
AT2G42975	Os01g0666600
AT1G79870	Os01g0228600
AT5G41040	Os11g0507200
AT5G53070	Os05g0528900
AT5G54790	Os07g0524000
AT3G08710	Os01g0168200
AT1G32730	Os08g0129500
AT3G14067	Os02g0779200
AT5G64160	Os02g0753200
AT5G19150	Os11g0276300
AT1G08510	Os06g0143400
AT4G06676	Os04g0433200
AT5G58330	Os08g0562100
AT5G61240	Os03g0211900
AT1G15410	Os01g0555200
AT1G11320	Os06g0724200
AT1G68930	Os02g0106300
AT5G04190	Os01g0264600
AT4G01100	Os05g0585900
AT1G79600	Os05g0323800
AT5G57020	Os01g0708100
AT1G22850	Os01g0884900
AT3G54380	Os03g0352200
AT1G32340	Os02g0694700
AT3G57650	Os11g0637800
AT3G14860	Os02g0234200
AT1G02660	Os01g0253900
AT1G79620	Os03g0329700
AT3G56070	Os09g0571400
AT4G13870	Os04g0129200
AT4G02350	Os01g0351300
AT2G25460	Os01g0194000
AT3G19840	Os10g0485000
AT1G60060	Os06g0233800
AT5G42520	Os06g0130600
AT3G24160	Os08g0567000
AT5G54250	Os05g0502000
AT4G00560	Os02g0826200
AT2G40190	Os12g0583000
AT4G27120	Os07g0103200
AT2G27510	Os03g0835900
AT5G56850	Os05g0232200
AT4G09010	Os04g0602100
AT1G68480	Os01g0129200
AT2G47390	Os03g0307100
AT4G02570	Os01g0369000
AT5G09660	Os12g0632700
AT5G58740	Os01g0668000
AT5G14850	Os01g0580100
AT5G66240	Os07g0589400
AT5G57660	Os02g0610500
AT1G34770	Os07g0151300
AT3G48770	Os11g0514000
AT5G14710	Os10g0395500
AT1G78800	Os04g0589600
AT4G17940	Os10g0576600
AT3G15350	Os01g0201100
AT2G39050	Os01g0104400
AT5G12430	Os05g0374600
AT1G60600	Os03g0190100
AT3G51140	Os03g0255200
AT5G23240	Os04g0675400
AT3G27740	Os02g0708100
AT2G45260	Os10g0378400
AT3G53470	Os03g0285100
AT3G25545	Os01g0219000
AT5G13610	Os07g0694800
AT3G18190	Os02g0332200
AT1G19430	Os03g0775200
AT4G38980	Os02g0469000
AT3G47120	Os03g0826400
AT5G17290	Os02g0117800
AT4G29720	Os01g0710200
AT3G60680	Os10g0508100
AT2G43360	Os08g0540100
AT3G28210	Os09g0385700
AT5G15280	Os03g0168400
AT1G31490	Os06g0151100
AT1G20050	Os01g0103600
AT3G63240	Os03g0160600
AT4G13450	Os10g0463300
AT2G42120	Os03g0128500
AT5G36880	Os02g0525900
AT2G06510	Os02g0776800
AT1G19980	Os04g0117200
AT3G51070	Os06g0712800
AT1G75540	Os04g0540200
AT3G11964	Os07g0203300
AT4G30950	Os08g0440900
ATCG01060	Os09g0485201
AT5G01110	Os03g0165100
AT3G11260	Os01g0854500
AT4G38430	Os09g0544800
AT5G20680	Os11g0241900
AT2G41350	Os08g0240600
AT1G05910	Os09g0515100
AT1G02020	Os10g0190800
AT1G68890	Os02g0581500
AT4G21192	Os02g0560450
AT4G03180	Os12g0538100
AT3G57062	Os07g0213500
AT5G44230	Os06g0694300
AT5G60620	Os07g0531600
AT3G15200	Os01g0151900
AT5G16300	Os01g0777000
AT1G53860	Os11g0616300
AT5G19980	Os08g0203900
AT1G67740	Os08g0119800
AT3G51510	Os05g0490900
AT5G20050	Os06g0142650
AT1G48200	Os06g0149500
AT1G08860	Os05g0373300
AT4G22580	Os10g0553600
AT5G64030	Os01g0883900
AT4G00290	Os04g0578700
AT1G70070	Os02g0739000
AT1G72060	Os03g0734300
AT1G09020	Os03g0856400
AT3G47630	Os11g0549650
AT5G40610	Os01g0971600
AT4G36760	Os11g0540100
AT1G04970	Os09g0482720
AT1G77340	Os06g0690900
AT5G22470	Os02g0530600
AT5G15770	Os09g0488000
AT5G60870	Os09g0560450
AT1G09890	Os08g0554100
AT2G43410	Os09g0516300
AT5G55490	Os09g0442400
AT2G17900	Os03g0704200
AT1G68020	Os09g0397300
AT5G02890	Os02g0653400
AT5G60600	Os02g0603800
AT3G24030	Os01g0363600
AT3G25530	Os02g0562700
AT2G12550	Os04g0644300
AT5G57930	Os02g0732900
AT5G27540	Os03g0810600
AT1G13380	Os09g0281300
AT4G15420	Os01g0534800
AT1G14710	Os03g0238800
AT4G22720	Os05g0194600
AT3G15010	Os01g0614500
AT1G66240	Os08g0205400
AT2G01860	Os02g0118000
AT2G41200	Os01g0955600
